fixture_id,teams_home_winner,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,halftime_goals_total,fulltime_goals_total,match_result
721626,,,1,1,0,0,0,2,0
721628,,,1,1,1,1,2,2,0
721629,True,False,3,2,1,2,3,5,1
721640,True,False,1,0,1,0,1,1,1
721644,False,True,1,2,0,1,1,3,2
721641,,,2,2,1,0,1,4,0
721635,,,1,1,1,0,1,2,0
721639,True,False,1,0,0,0,0,1,1
721637,False,True,2,3,1,2,3,5,2
721634,True,False,1,0,1,0,1,1,1
721638,True,False,2,0,0,0,0,2,1
721642,True,False,3,1,1,1,2,4,1
721643,True,False,1,0,0,0,0,1,1
721636,True,False,3,0,1,0,1,3,1
721645,,,2,2,1,2,3,4,0
721653,True,False,1,0,0,0,0,1,1
721648,False,True,0,3,0,0,0,3,2
721652,,,2,2,1,1,2,4,0
721650,False,True,0,1,0,0,0,1,2
721655,True,False,3,1,1,1,2,4,1
721649,True,False,3,1,1,0,1,4,1
721654,True,False,2,1,1,0,1,3,1
721647,,,1,1,1,1,2,2,0
721651,True,False,3,1,2,0,2,4,1
721646,True,False,2,0,0,0,0,2,1
721662,,,0,0,0,0,0,0,0
721661,True,False,2,1,2,0,2,3,1
721656,False,True,2,3,2,0,2,5,2
721666,True,False,3,0,2,0,2,3,1
721659,False,True,1,3,1,1,2,4,2
721664,False,True,1,2,0,0,0,3,2
721657,,,1,1,0,1,1,2,0
721660,False,True,0,1,0,1,1,1,2
721658,,,0,0,0,0,0,0,0
721663,,,0,0,0,0,0,0,0
721665,True,False,1,0,0,0,0,1,1
721670,True,False,2,1,1,0,1,3,1
721672,True,False,3,0,1,0,1,3,1
721668,True,False,2,0,0,0,0,2,1
721667,False,True,0,2,0,2,2,2,2
721677,True,False,2,1,1,0,1,3,1
721674,False,True,0,1,0,1,1,1,2
721676,False,True,0,1,0,1,1,1,2
721673,True,False,4,2,3,2,5,6,1
721671,False,True,0,2,0,0,0,2,2
721669,True,False,2,1,1,1,2,3,1
721675,False,True,1,2,0,0,0,3,2
