index,Team,MP,W,D,L,GF,GA,GD,Pts,season,round,league_id
9,718,15,6,7,2,22,14,8,25,2021,29,141
10,5262,14,8,1,5,23,16,7,25,2021,29,141
11,535,15,7,4,4,15,16,-1,25,2021,29,141
12,716,14,6,6,2,17,13,4,24,2021,29,141
13,799,15,7,2,6,26,24,2,23,2021,29,141
14,9390,15,5,6,4,22,18,4,21,2021,29,141
15,731,15,6,3,6,17,17,0,21,2021,29,141
16,726,15,5,5,5,16,12,4,20,2021,29,141
17,537,14,4,7,3,15,13,2,19,2021,29,141
18,4906,15,3,9,3,16,16,0,18,2021,29,141
19,732,14,3,8,3,9,10,-1,17,2021,29,141
20,9380,14,3,7,4,20,21,-1,16,2021,29,141
21,9585,14,2,4,8,10,17,-7,10,2021,29,141
22,711,14,1,6,7,12,26,-14,9,2021,29,141
1,720,15,11,3,1,28,9,19,36,2021,30,141
2,723,15,11,2,2,27,10,17,35,2021,30,141
3,545,14,10,3,1,26,14,12,33,2021,30,141
4,547,16,9,3,4,26,14,12,30,2021,30,141
5,5262,15,9,1,5,27,17,10,28,2021,30,141
6,9580,14,8,3,3,23,8,15,27,2021,30,141
7,719,15,8,3,4,22,11,11,27,2021,30,141
8,4907,15,7,6,2,24,14,10,27,2021,30,141
9,716,15,7,6,2,18,13,5,27,2021,30,141
10,534,15,7,5,3,23,16,7,26,2021,30,141
11,718,15,6,7,2,22,14,8,25,2021,30,141
12,535,15,7,4,4,15,16,-1,25,2021,30,141
13,799,15,7,2,6,26,24,2,23,2021,30,141
14,537,15,5,7,3,17,13,4,22,2021,30,141
15,726,16,5,6,5,16,12,4,21,2021,30,141
16,9390,15,5,6,4,22,18,4,21,2021,30,141
17,731,15,6,3,6,17,17,0,21,2021,30,141
18,732,15,4,8,3,11,10,1,20,2021,30,141
19,4906,16,3,9,4,17,18,-1,18,2021,30,141
20,9380,15,3,7,5,21,23,-2,16,2021,30,141
21,9585,15,3,4,8,12,18,-6,13,2021,30,141
22,711,14,1,6,7,12,26,-14,9,2021,30,141
1,720,15,11,3,1,28,9,19,36,2021,31,141
2,723,16,11,3,2,30,13,17,36,2021,31,141
3,545,15,11,3,1,27,14,13,36,2021,31,141
4,547,16,9,3,4,26,14,12,30,2021,31,141
5,9580,15,8,4,3,23,8,15,28,2021,31,141
6,718,16,7,7,2,25,14,11,28,2021,31,141
7,5262,15,9,1,5,27,17,10,28,2021,31,141
8,719,15,8,3,4,22,11,11,27,2021,31,141
9,4907,15,7,6,2,24,14,10,27,2021,31,141
10,716,15,7,6,2,18,13,5,27,2021,31,141
11,534,16,7,5,4,24,19,5,26,2021,31,141
12,799,16,8,2,6,28,25,3,26,2021,31,141
13,535,16,7,5,4,15,16,-1,26,2021,31,141
14,732,16,5,8,3,13,11,2,23,2021,31,141
15,9390,16,5,7,4,23,19,4,22,2021,31,141
16,537,15,5,7,3,17,13,4,22,2021,31,141
17,726,16,5,6,5,16,12,4,21,2021,31,141
18,731,16,6,3,7,18,19,-1,21,2021,31,141
19,4906,16,3,9,4,17,18,-1,18,2021,31,141
20,9380,15,3,7,5,21,23,-2,16,2021,31,141
21,9585,15,3,4,8,12,18,-6,13,2021,31,141
22,711,15,2,6,7,13,26,-13,12,2021,31,141
1,720,16,11,3,2,28,10,18,36,2021,32,141
2,723,16,11,3,2,30,13,17,36,2021,32,141
3,545,15,11,3,1,27,14,13,36,2021,32,141
4,547,17,10,3,4,31,15,16,33,2021,32,141
5,5262,16,10,1,5,30,17,13,31,2021,32,141
6,9580,15,8,4,3,23,8,15,28,2021,32,141
7,718,16,7,7,2,25,14,11,28,2021,32,141
8,4907,16,7,7,2,26,16,10,28,2021,32,141
9,716,16,7,7,2,19,14,5,28,2021,32,141
10,719,16,8,3,5,22,12,10,27,2021,32,141
11,534,16,7,5,4,24,19,5,26,2021,32,141
12,799,16,8,2,6,28,25,3,26,2021,32,141
13,535,16,7,5,4,15,16,-1,26,2021,32,141
14,726,17,6,6,5,17,12,5,24,2021,32,141
15,537,16,5,8,3,18,14,4,23,2021,32,141
16,732,16,5,8,3,13,11,2,23,2021,32,141
17,9390,16,5,7,4,23,19,4,22,2021,32,141
18,4906,17,4,9,4,18,18,0,21,2021,32,141
19,731,16,6,3,7,18,19,-1,21,2021,32,141
20,9380,16,3,8,5,21,23,-2,17,2021,32,141
21,9585,16,3,4,9,13,21,-8,13,2021,32,141
22,711,15,2,6,7,13,26,-13,12,2021,32,141
1,545,16,12,3,1,28,14,14,39,2021,33,141
2,720,16,11,3,2,28,10,18,36,2021,33,141
3,723,17,11,3,3,30,14,16,36,2021,33,141
4,547,17,10,3,4,31,15,16,33,2021,33,141
5,9580,16,9,4,3,24,8,16,31,2021,33,141
6,718,17,8,7,2,28,14,14,31,2021,33,141
7,5262,16,10,1,5,30,17,13,31,2021,33,141
8,534,17,8,5,4,28,21,7,29,2021,33,141
9,799,17,9,2,6,31,26,5,29,2021,33,141
10,4907,16,7,7,2,26,16,10,28,2021,33,141
11,716,16,7,7,2,19,14,5,28,2021,33,141
12,719,16,8,3,5,22,12,10,27,2021,33,141
13,535,17,7,5,5,15,18,-3,26,2021,33,141
14,726,17,6,6,5,17,12,5,24,2021,33,141
15,731,17,7,3,7,22,20,2,24,2021,33,141
16,732,17,5,9,3,14,12,2,24,2021,33,141
17,9390,17,5,8,4,25,21,4,23,2021,33,141
18,537,16,5,8,3,18,14,4,23,2021,33,141
19,4906,17,4,9,4,18,18,0,21,2021,33,141
20,9380,16,3,8,5,21,23,-2,17,2021,33,141
21,9585,16,3,4,9,13,21,-8,13,2021,33,141
22,711,16,2,6,8,14,28,-14,12,2021,33,141
1,545,17,12,4,1,29,15,14,40,2021,34,141
2,720,17,12,3,2,32,11,21,39,2021,34,141
3,547,18,11,3,4,32,15,17,36,2021,34,141
4,723,17,11,3,3,30,14,16,36,2021,34,141
5,9580,17,9,5,3,24,8,16,32,2021,34,141
6,718,17,8,7,2,28,14,14,31,2021,34,141
7,5262,17,10,1,6,31,19,12,31,2021,34,141
8,534,17,8,5,4,28,21,7,29,2021,34,141
9,799,17,9,2,6,31,26,5,29,2021,34,141
10,719,17,8,4,5,23,13,10,28,2021,34,141
11,4907,17,7,7,3,27,18,9,28,2021,34,141
12,716,16,7,7,2,19,14,5,28,2021,34,141
13,537,17,6,8,3,21,16,5,26,2021,34,141
14,535,17,7,5,5,15,18,-3,26,2021,34,141
15,726,18,6,7,5,18,13,5,25,2021,34,141
16,731,17,7,3,7,22,20,2,24,2021,34,141
17,732,17,5,9,3,14,12,2,24,2021,34,141
18,9390,17,5,8,4,25,21,4,23,2021,34,141
19,4906,17,4,9,4,18,18,0,21,2021,34,141
20,9380,17,4,8,5,24,24,0,20,2021,34,141
21,9585,17,3,4,10,15,25,-10,13,2021,34,141
22,711,16,2,6,8,14,28,-14,12,2021,34,141
1,545,17,12,4,1,29,15,14,40,2021,35,141
2,720,17,12,3,2,32,11,21,39,2021,35,141
3,723,18,12,3,3,33,14,19,39,2021,35,141
4,547,18,11,3,4,32,15,17,36,2021,35,141
5,718,18,9,7,2,29,14,15,34,2021,35,141
6,9580,17,9,5,3,24,8,16,32,2021,35,141
7,534,18,9,5,4,29,21,8,32,2021,35,141
8,799,18,10,2,6,34,27,7,32,2021,35,141
9,5262,17,10,1,6,31,19,12,31,2021,35,141
10,716,17,8,7,2,20,14,6,31,2021,35,141
11,719,17,8,4,5,23,13,10,28,2021,35,141
12,4907,17,7,7,3,27,18,9,28,2021,35,141
13,732,18,6,9,3,15,12,3,27,2021,35,141
14,535,18,7,6,5,17,20,-3,27,2021,35,141
15,9390,18,6,8,4,27,21,6,26,2021,35,141
16,537,17,6,8,3,21,16,5,26,2021,35,141
17,726,18,6,7,5,18,13,5,25,2021,35,141
18,731,17,7,3,7,22,20,2,24,2021,35,141
19,4906,18,4,9,5,20,21,-1,21,2021,35,141
20,9380,17,4,8,5,24,24,0,20,2021,35,141
21,9585,18,3,4,11,16,27,-11,13,2021,35,141
22,711,17,2,7,8,15,29,-14,13,2021,35,141
1,545,18,12,5,1,31,17,14,41,2021,36,141
2,720,18,12,4,2,34,13,21,40,2021,36,141
3,723,18,12,3,3,33,14,19,39,2021,36,141
4,547,19,12,3,4,34,15,19,39,2021,36,141
5,9580,18,10,5,3,26,9,17,35,2021,36,141
6,718,18,9,7,2,29,14,15,34,2021,36,141
7,5262,18,11,1,6,34,20,14,34,2021,36,141
8,534,18,9,5,4,29,21,8,32,2021,36,141
9,799,18,10,2,6,34,27,7,32,2021,36,141
10,719,18,9,4,5,26,14,12,31,2021,36,141
11,4907,18,8,7,3,30,19,11,31,2021,36,141
12,716,17,8,7,2,20,14,6,31,2021,36,141
13,732,18,6,9,3,15,12,3,27,2021,36,141
14,535,18,7,6,5,17,20,-3,27,2021,36,141
15,9390,18,6,8,4,27,21,6,26,2021,36,141
16,726,19,6,8,5,19,14,5,26,2021,36,141
17,537,18,6,8,4,21,19,2,26,2021,36,141
18,731,18,7,3,8,22,21,1,24,2021,36,141
19,9380,18,5,8,5,25,24,1,23,2021,36,141
20,4906,18,4,9,5,20,21,-1,21,2021,36,141
21,9585,18,3,4,11,16,27,-11,13,2021,36,141
22,711,17,2,7,8,15,29,-14,13,2021,36,141
1,723,19,13,3,3,34,14,20,42,2021,37,141
2,545,18,12,5,1,31,17,14,41,2021,37,141
3,720,18,12,4,2,34,13,21,40,2021,37,141
4,547,19,12,3,4,34,15,19,39,2021,37,141
5,5262,19,12,1,6,37,20,17,37,2021,37,141
6,9580,18,10,5,3,26,9,17,35,2021,37,141
7,718,18,9,7,2,29,14,15,34,2021,37,141
8,719,19,9,5,5,26,14,12,32,2021,37,141
9,534,18,9,5,4,29,21,8,32,2021,37,141
10,716,18,8,8,2,20,14,6,32,2021,37,141
11,799,19,10,2,7,34,28,6,32,2021,37,141
12,4907,18,8,7,3,30,19,11,31,2021,37,141
13,732,19,6,10,3,15,12,3,28,2021,37,141
14,9390,19,6,9,4,28,22,6,27,2021,37,141
15,535,19,7,6,6,18,23,-5,27,2021,37,141
16,726,19,6,8,5,19,14,5,26,2021,37,141
17,537,18,6,8,4,21,19,2,26,2021,37,141
18,731,18,7,3,8,22,21,1,24,2021,37,141
19,9380,18,5,8,5,25,24,1,23,2021,37,141
20,4906,19,4,9,6,22,24,-2,21,2021,37,141
21,9585,19,4,4,11,18,28,-10,16,2021,37,141
22,711,18,2,7,9,16,31,-15,13,2021,37,141
1,545,19,13,5,1,33,17,16,44,2021,38,141
2,723,19,13,3,3,34,14,20,42,2021,38,141
3,720,19,12,4,3,35,15,20,40,2021,38,141
4,547,19,12,3,4,34,15,19,39,2021,38,141
5,718,19,10,7,2,32,14,18,37,2021,38,141
6,5262,19,12,1,6,37,20,17,37,2021,38,141
7,9580,19,10,5,4,26,11,15,35,2021,38,141
8,534,19,10,5,4,31,22,9,35,2021,38,141
9,4907,19,9,7,3,34,21,13,34,2021,38,141
10,719,19,9,5,5,26,14,12,32,2021,38,141
11,799,19,10,2,7,34,28,6,32,2021,38,141
12,716,19,8,8,3,20,16,4,32,2021,38,141
13,537,19,7,8,4,23,20,3,29,2021,38,141
14,732,19,6,10,3,15,12,3,28,2021,38,141
15,9390,19,6,9,4,28,22,6,27,2021,38,141
16,535,19,7,6,6,18,23,-5,27,2021,38,141
17,726,19,6,8,5,19,14,5,26,2021,38,141
18,9380,19,6,8,5,27,25,2,26,2021,38,141
19,731,19,7,3,9,22,22,0,24,2021,38,141
20,4906,19,4,9,6,22,24,-2,21,2021,38,141
21,9585,19,4,4,11,18,28,-10,16,2021,38,141
22,711,19,2,7,10,16,32,-16,13,2021,38,141
